KOR_NUM,month,KOR_NM,temperature,temp_max,temp_min
0,1,강화,-3.3227564637911455,9.083312254989531,-15.770771091133621
1,1,거제,2.7989465357819654,14.06035952311244,-7.220275891070822
2,1,거창,-1.3478037500335447,12.621038444094644,-14.479896347268921
3,1,고창,-0.18340110259187578,12.34906552077193,-10.81810691084228
4,1,고흥,1.7091981110359122,14.157392170517433,-9.758637910835017
5,1,광주,1.139333868218729,13.492230378365095,-9.312981610495676
6,1,구미,-0.6176078078513998,11.884412311210214,-12.145833499432092
7,1,군산,-0.06366181311884385,11.541575938130457,-10.783360346576119
8,1,금산,-2.4046191616859196,12.058671255197376,-16.342843332348178
9,1,남원,-1.4626071074367715,12.921570322813897,-15.052452723863846
10,1,남해,2.3299865620252422,13.651972709177741,-8.319053164240833
11,1,대구,1.064643819199194,12.98906922236892,-9.751904704929544
12,1,대전,-1.0288716672481444,11.846360759960357,-13.395269234031664
13,1,동두천,-3.908206089814985,10.251053137403494,-17.389280343854402
14,1,동해,1.2102586416442933,12.664365281411234,-9.908078032365118
15,1,목포,1.9513081763105342,12.984367895413683,-7.375982767282158
16,1,문경,-1.6991298419702232,10.474277892215845,-13.932687809542907
17,1,밀양,0.522885880895947,14.216888684646747,-11.943688357535546
18,1,보령,-0.28038010373822914,11.767217287271913,-11.869623092575367
19,1,보은,-3.0160150863071618,10.959406867352344,-17.022746674420986
20,1,봉화,-4.102080909053416,10.058848025732239,-19.415221573135096
21,1,부산,3.7669971449558957,15.023258615603796,-7.613673873629226
22,1,부안,-0.15371719283730215,12.594539107844108,-12.61534203272683
23,1,부여,-1.5494019443460851,11.685292643029156,-14.840481868216745
24,1,산청,0.44211271149559767,13.23080025225927,-11.511437393466855
25,1,상주,-0.9903563497917061,11.291119102838834,-12.545425722929693
26,1,서귀포,7.562247390130962,17.42854746060084,-1.169814085120055
27,1,서산,-1.7410938802911353,10.710936672967225,-13.67366793280767
28,1,서울,-2.0182427387656636,9.75225328240341,-13.498290263680017
29,1,속초,0.11017856468325778,10.910500256050904,-11.526213205275784
30,1,수원,-2.1550235909193347,10.472600549328776,-14.380575601573927
31,1,안동,-1.8683161759622258,11.200038537517422,-15.319346876354905
32,1,양평,-3.603590506545714,9.712364996002796,-17.630196549938425
33,1,여수,2.9468691581881177,12.981184519081829,-7.055517917717527
34,1,영덕,1.1238279469622379,13.192216896914665,-10.627227431230054
35,1,영월,-3.704402175693665,10.092310183137926,-18.302231507265894
36,1,영주,-2.383832037361936,10.057566929033413,-15.975001739284076
37,1,영천,-0.5141420113869142,12.66694192639046,-13.342362919664694
38,1,완도,2.9543289950659117,13.926632393169955,-5.7656740098011845
39,1,울릉도,1.8260646667095104,11.75031723837865,-6.808340737209831
40,1,울산,2.487751247232945,14.68978914489873,-8.59621992467971
41,1,울진,1.4596386471695166,13.482788993624192,-10.139354525722343
42,1,원주,-3.263162929114663,9.930321254598603,-16.77117354465952
43,1,의성,-3.099515737832312,11.984708775902572,-18.072796093968464
44,1,이천,-3.1747222714913113,9.981432543939889,-17.32412169352575
45,1,인제,-4.767103535423772,8.414771942705862,-19.4308941526332
46,1,인천,-1.618274665196431,9.81882562132277,-12.463865754916274
47,1,임실,-2.6127669061227508,12.264239606644978,-17.163621132225074
48,1,장수,-3.1679058643207054,11.274647523750941,-17.984066740748673
49,1,장흥,1.007018634476646,14.228227880078704,-10.623969572531987
50,1,전주,0.028536102891530333,13.02198149035022,-11.7071487485701
51,1,정읍,-0.1945376941263313,12.934238283659058,-11.923226561890072
52,1,제주,6.415963283887839,16.67760730657799,-0.8951424839492456
53,1,제천,-4.885099964566219,8.953228802402085,-20.054843361913694
54,1,진도,-0.6357460096820781,11.95957077106721,-9.424898613520849
55,1,진주,0.29150881177444926,13.700118110696508,-12.295137871443936
56,1,창원,2.737280935657929,13.993364124353004,-8.169038230455337
57,1,천안,-2.4342898004593656,10.988587568786475,-16.332765868199836
58,1,철원,-5.865846681139705,8.046411952372935,-21.020237613673117
59,1,청주,-1.5394769261512955,10.91741519892993,-13.954509653195394
60,1,춘천,-4.26760370555665,8.465994955596466,-18.18917777046774
61,1,태백,-4.870935173596609,8.56001702575921,-18.01728289678411
62,1,통영,3.3210010352388752,14.267752692532213,-7.210491887445348
63,1,포항,2.370670781979193,13.880718483342873,-8.817298484067084
64,1,합천,-0.14423970165386066,13.527412868868504,-12.972765032405341
65,1,해남,1.4079442207383992,14.23426393103644,-10.36259158408251
66,1,홍천,-4.944654057569045,9.071019685270072,-19.94122945014282
0,2,강화,-0.6288413505183437,12.561841349077495,-13.196092959252287
1,2,거제,4.6401691486190195,16.698167418946863,-5.897406501976538
2,2,거창,0.9880645431246472,17.355645610200877,-12.901330484619734
3,2,고창,2.2596468201041393,18.304781745980566,-9.111220786501878
4,2,고흥,3.4810067444963515,17.01074309628243,-8.278157876249042
5,2,광주,3.1042750499428555,17.64387002272743,-7.532270605949943
6,2,구미,1.8704308209692275,17.042685603855663,-10.379786583145973
7,2,군산,1.578552287045493,15.383948411864319,-8.497244777163935
8,2,금산,0.10277341430606299,16.424860334725036,-13.87402996685713
9,2,남원,0.9700156844523817,17.265364044469248,-12.302347764493158
10,2,남해,4.243743312945398,17.199551425685243,-6.881458586471807
11,2,대구,3.53763446205313,17.773385919684348,-7.931284558920653
12,2,대전,1.4501797861369679,15.9796285838731,-11.027464384653948
13,2,동두천,-0.5687775029580071,15.309348121744138,-14.385786329835595
14,2,동해,2.924390135809735,15.915869722519785,-8.244898087063918
15,2,목포,3.197706263969327,16.053422733020273,-5.7876224734762305
16,2,문경,0.7125000910097781,15.22529948218765,-12.018696569251956
17,2,밀양,3.012866175253212,18.370804510120493,-10.05299520139538
18,2,보령,1.3210000816673604,14.659278188404071,-9.802996628855615
19,2,보은,-0.5358898671392069,15.271707954926374,-15.008481314147541
20,2,봉화,-1.531341342027027,14.461062736148815,-17.064978176062603
21,2,부산,5.621929709736167,17.543697198762988,-6.148696598746403
22,2,부안,1.743335186307893,16.44043012855778,-9.55849187564757
23,2,부여,0.8102259821210074,15.885801657509829,-11.832012476933478
24,2,산청,2.455054905753836,17.547397482716352,-10.14494666177746
25,2,상주,1.4747722021523906,16.33271744859307,-10.730243213076996
26,2,서귀포,8.551404607739745,18.408607290267206,-0.43334138591001875
27,2,서산,0.1926893523394028,14.034706306542063,-11.824156076945547
28,2,서울,0.7478926071095742,13.953085550353443,-11.00682532097689
29,2,속초,1.9155521265128244,14.603312138433157,-9.80812101565093
30,2,수원,0.3425918049101333,14.401695821336705,-11.785657631498426
31,2,안동,0.7965684166373544,15.979969713110346,-12.849816990500905
32,2,양평,-0.4621642802943112,14.436693595571914,-14.491164039629313
33,2,여수,4.598903763986967,15.543809914462905,-5.819065949195849
34,2,영덕,3.031042785859858,17.56061065448217,-8.507992582608177
35,2,영월,-0.7297741648050637,14.911804681209516,-15.670843969568642
36,2,영주,0.2138927446892989,14.703401542147445,-13.591904170475924
37,2,영천,1.8482029255066408,17.266654079052017,-11.351592276988836
38,2,완도,4.154189140901459,16.2509291131492,-4.555938866039379
39,2,울릉도,2.627654777048143,13.451737295150844,-5.645163030919173
40,2,울산,4.48163090964506,18.32123351611245,-7.122279441847059
41,2,울진,3.0854908797037712,16.92794253941303,-8.413364225984477
