KOR_NUM,month,KOR_NM,temperature,temp_max,temp_min
0,1,강화,-3.276783211,8.957636656,-15.55256863
1,1,거제,2.760220653,13.86582211,-7.120377036
2,1,거창,-1.329155702,12.4464153,-14.27955427
3,1,고창,-0.180863587,12.17820536,-10.6684289
4,1,고흥,1.685549855,13.96151222,-9.623618589
5,1,광주,1.123570184,13.30555353,-9.184128334
6,1,구미,-0.609062662,11.71998103,-11.97778523
7,1,군산,-0.062780996,11.3818881,-10.63416309
8,1,금산,-2.371349145,11.89182895,-16.11672575
9,1,남원,-1.442370654,12.74278905,-14.84418883
10,1,남해,2.297749153,13.46308568,-8.203951761
11,1,대구,1.049913537,12.80935405,-9.616978543
12,1,대전,-1.014636325,11.68245596,-13.20993392
13,1,동두천,-3.854132628,10.10922082,-17.14868438
14,1,동해,1.193513651,12.48914267,-9.770991075
15,1,목포,1.924310115,12.80471777,-7.273929571
16,1,문경,-1.675620889,10.32935706,-13.73991684
17,1,밀양,0.515651296,14.02018555,-11.77843694
18,1,보령,-0.276500799,11.60440751,-11.70539644
19,1,보은,-2.97428587,10.80777385,-16.78722203
20,1,봉화,-4.045325019,9.919675033,-19.14659494
21,1,부산,3.714877433,14.81539864,-7.508332012
22,1,부안,-0.151590381,12.4202826,-12.4407977
23,1,부여,-1.527964608,11.52361636,-14.63515077
24,1,산청,0.435995694,13.04774052,-11.35216655
25,1,상주,-0.9766539,11.13489656,-12.37184874
26,1,서귀포,7.457617059,17.18740821,-1.15362868
27,1,서산,-1.717004318,10.56274146,-13.48448073
28,1,서울,-1.990318579,9.617322297,-13.31152957
29,1,속초,0.108654148,10.75954391,-11.36673793
30,1,수원,-2.125206948,10.32770293,-14.18160771
31,1,안동,-1.842466382,11.04507617,-15.10739026
32,1,양평,-3.553731668,9.5779859,-17.3862673
33,1,여수,2.906096636,12.80157844,-6.957898634
34,1,영덕,1.108278801,13.009691,-10.48019041
35,1,영원,-3.65314852,9.952674212,-18.04900407
36,1,영주,-2.350849628,9.918411661,-15.75397357
37,1,영천,-0.507028405,12.49168367,-13.15775962
38,1,완도,2.91345326,13.73394521,-5.685900848
39,1,울릉,1.800799459,11.58774128,-6.714141366
40,1,울산,2.453331025,14.48654302,-8.477283676
41,1,울진,1.439443265,13.29624277,-9.999067655
42,1,원주,-3.218014205,9.792926543,-16.53912964
43,1,의성,-3.056631217,11.81888981,-17.82274309
44,1,이천,-3.130797202,9.843330662,-17.08442726
45,1,인제,-4.701146473,8.298346186,-19.16205067
46,1,인천,-1.595884415,9.682973549,-12.29141723
47,1,임실,-2.576616982,12.09455309,-16.92614737
48,1,장수,-3.124075106,11.11865288,-17.73524139
49,1,장흥,0.993085648,14.03136786,-10.47697763
50,1,전주,0.028141281,12.84181094,-11.54517007
51,1,정읍,-0.191846094,12.75528174,-11.75825826
52,1,제주,6.3271928,16.44685797,-0.882757402
53,1,제천,-4.817510318,8.829353022,-19.777367
54,1,진도,-0.626949906,11.79409961,-9.294496867
55,1,진주,0.287475531,13.51056495,-12.12502385
56,1,창원,2.699408251,13.79975365,-8.056012415
57,1,천안,-2.400609264,10.83655081,-16.10678771
58,1,철원,-5.784687543,7.935082779,-20.72940417
59,1,청주,-1.518176911,10.76636318,-13.76143676
60,1,춘천,-4.208557662,8.348860483,-17.93751453
61,1,태백,-4.803541509,8.441581676,-17.76799797
62,1,통영,3.275052071,14.07034581,-7.110728402
63,1,포항,2.337870471,13.68866656,-8.695303419
64,1,합천,-0.142244019,13.34024924,-12.79327544
65,1,해남,1.388464076,14.03732039,-10.21921603
66,1,홍천,-4.876240428,8.945514165,-19.66532504
0,2,강화,-0.620140778,12.38803725,-13.01351343
1,2,거제,4.575968335,16.46713361,-5.815810706
2,2,거창,0.974393803,17.11551502,-12.72282925
3,2,고창,2.228382623,18.05151902,-8.985159049
4,2,고흥,3.43284396,16.77538453,-8.163622295
5,2,광주,3.061324679,17.39975159,-7.42805503
6,2,구미,1.844551769,16.80688509,-10.23617312
7,2,군산,1.55671163,15.17109798,-8.379677936
8,2,금산,0.101351454,16.19760797,-13.68207058
9,2,남원,0.956594666,17.02648258,-12.13213398
10,2,남해,4.185027399,16.96158053,-6.786247566
11,2,대구,3.488688184,17.52747552,-7.821548274
12,2,대전,1.430115276,15.75853639,-10.87488973
13,2,동두천,-0.560907967,15.09752985,-14.18674635
14,2,동해,2.883928631,15.69565969,-8.130822684
15,2,목포,3.153463191,15.83130954,-5.707545636
16,2,문경,0.702642027,15.0146441,-11.85240735
17,2,밀양,2.971180527,18.1166283,-9.913903188
18,2,보령,1.302722886,14.45645421,-9.667363565
19,2,보은,-0.52847536,15.06041047,-14.8008258
20,2,봉화,-1.51015389,14.26098124,-16.82886922
21,2,부산,5.544145377,17.30096475,-6.063623984
22,2,부안,1.719214614,16.21296235,-9.42624175
23,2,부여,0.799015794,15.66600765,-11.6683062
24,2,산청,2.421087066,17.30461383,-10.00458242
25,2,상주,1.454367434,16.10673996,-10.58178088
26,2,서귀포,8.433088418,18.15390805,-0.427345727
27,2,서산,0.190023326,13.84052382,-11.6605585
28,2,서울,0.737544856,13.76003236,-10.85453623
29,2,속초,1.889048781,14.4012625,-9.672417051
30,2,수원,0.337851747,14.20243572,-11.62259271
31,2,안동,0.785547193,15.7588728,-12.67202849
32,2,양평,-0.455769832,14.23694927,-14.29066606
33,2,여수,4.535273893,15.32874766,-5.738554063
34,2,영덕,2.989105648,17.31764419,-8.390277036
35,2,영원,-0.719677099,14.70548677,-15.45402409
36,2,영주,0.210933351,14.49996707,-13.40384824
37,2,영천,1.822631416,17.02775476,-11.19453303
38,2,완도,4.096712287,16.02608324,-4.492903452
39,2,울릉,2.591298866,13.2656207,-5.567057245
40,2,울산,4.419623612,18.06774317,-7.023736453
41,2,울진,3.042800405,16.69372959,-8.296957946
42,2,원주,-0.260317671,14.5738464,-13.49239884
43,2,의성,-0.24687004,16.60195005,-15.15376188
44,2,이천,-0.227512008,14.3758702,-14.0395739
45,2,인제,-1.752478144,13.22250594,-16.2459525
46,2,인천,0.707942418,12.84991562,-9.969920497
47,2,임실,-0.190768053,16.29792115,-13.95142288
48,2,장수,-0.77475426,14.77511178,-15.28825954
49,2,장흥,2.805393382,16.78845602,-8.817516993
50,2,전주,2.08962014,16.92904284,-9.406273133
51,2,정읍,1.800067639,16.86612399,-9.460141241
52,2,제주,7.071196074,19.2184279,-0.594968696
53,2,제천,-1.862422279,13.52438271,-17.09727399
54,2,진도,0.962122314,14.38202329,-8.311682459
55,2,진주,2.723534348,17.66272827,-10.25610355
56,2,창원,4.722023225,16.89219499,-6.428136071
57,2,천안,-0.012744346,15.00471194,-13.45615036
58,2,철원,-2.362809513,12.65128716,-17.5850456
59,2,청주,1.023301005,15.56599269,-11.24745949
60,2,춘천,-1.010378947,13.70129734,-15.0312589
61,2,태백,-2.620175908,12.13435664,-16.64932796
62,2,통영,4.99114403,16.09794852,-5.711679505
63,2,포항,4.403529482,18.0750957,-7.045152071
64,2,합천,2.350509739,18.13504268,-10.69449496
65,2,해남,2.695474126,16.65829937,-8.479631196
66,2,홍천,-1.704459064,14.08786407,-16.68863644
0,3,강화,4.880744702,17.74459622,-6.83492116
1,3,거제,8.745219048,20.61643819,-2.308557458
2,3,거창,6.087779688,22.62252685,-7.534667434
3,3,고창,7.52462204,23.66479318,-4.528066207
4,3,고흥,7.712124479,21.27227789,-4.659515724
5,3,광주,7.795690644,22.37403635,-3.51946535
6,3,구미,7.269971783,23.03830832,-4.931792871
7,3,군산,6.080908973,20.13571795,-3.932933088
8,3,금산,5.500010639,22.31698925,-8.157848981
9,3,남원,6.210866843,22.56564869,-7.478545823
