main_text,comment
Follow for more Trending Content 🔥🔥..Do You Like Our Post ? Then Follow Us ⬇️@businessdestro@businessdestro@businessdestro..#elonmuskisagenius #muskmelon #elonmusktesla #elonmuskspacex #elonmuskmotivation #elon_musk #elonmuskforpresident #warrenbuffet #elonmuskfan #crewdragon #elonmusknews #elonmusktweetst#elonmuskmeme #musk #elon #businessdestro#elonmusk #tesla #spacex #neuralink #boringcompany #tesla #tesla_official #teslaroadster #millionaize #theboring company #spaceexplorer #spacexdragon,"{""1"": {""comment_id"": ""businessdestro""  ""comment_text"": ""Follow for more Trending Content 🔥🔥\n.\n.\nDo You Like Our Post ? Then Follow Us ⬇️\n@businessdestro\n@businessdestro\n@businessdestro\n.\n.\n#elonmuskisagenius #muskmelon #elonmusktesla #elonmuskspacex #elonmuskmotivation #elon_musk #elonmuskforpresident #warrenbuffet #elonmuskfan #crewdragon #elonmusknews #elonmusktweetst#elonmuskmeme #musk #elon #businessdestro\n#elonmusk #tesla #spacex #neuralink #boringcompany #tesla #tesla_official #teslaroadster #millionaize #theboring company #spaceexplorer #spacexdragon""}  ""2"": {""comment_id"": ""businessdestro""  ""comment_text"": ""My path taught me to make better decisions and stand on my own.🔥""}  ""3"": {""comment_id"": ""moneytrack.official""  ""comment_text"": ""@moneytrack.official ❤️🙌""}  ""4"": {""comment_id"": ""businessdestro""  ""comment_text"": ""🙌🙌🙌""}  ""5"": {""comment_id"": ""profitasy""  ""comment_text"": ""@analyticsentrepreneur 🙌🔥""}  ""6"": {""comment_id"": ""businessdestro""  ""comment_text"": ""🔥🙌""}  ""7"": {""comment_id"": ""instaapreneur""  ""comment_text"": ""@instaapreneur 🙌🔥""}  ""8"": {""comment_id"": ""businessdestro""  ""comment_text"": ""Brilliant post here hope to like my post also""}  ""9"": {""comment_id"": ""affiliateadvice""  ""comment_text"": ""@affiliateadvice 🙌🔥""}  ""10"": {""comment_id"": ""businessdestro""  ""comment_text"": ""and that's what makes you strong💪🏼""}  ""11"": {""comment_id"": ""goldenrulesofsuccess""  ""comment_text"": ""@goldenrulesofsuccess ❤️🙌""}  ""12"": {""comment_id"": ""businessdestro""  ""comment_text"": ""Lovely""}  ""13"": {""comment_id"": ""billionairesbuddy""  ""comment_text"": ""@billionairesbuddy 🙌🔥""}  ""14"": {""comment_id"": ""businessdestro""  ""comment_text"": ""🔥""}  ""15"": {""comment_id"": ""incometrack""  ""comment_text"": ""@incometrack 🙌🔥""}  ""16"": {""comment_id"": ""businessdestro""  ""comment_text"": ""🔥🔥🔥""}  ""17"": {""comment_id"": ""financedeviser""  ""comment_text"": ""@financedeviser ❤️🙌""}  ""18"": {""comment_id"": ""businessdestro""  ""comment_text"": ""buy buy buy and hodl 🔥🔥""}  ""19"": {""comment_id"": ""thenlink""  ""comment_text"": ""My content number 9930302480""}  ""20"": {""comment_id"": ""jaysharma4722""  ""comment_text"": ""Dear Cryptocurrency Investors Worldwide \nI bring you good news. First of all  I apologize if this message feels like I’m invading your privacy  but I want to share something very lucrative with you.My name is Nora and this is not something that requires you to do anything just seat back and withdraw to your account daily and all of the information can be verified from government licensed sources. If you’re interested  please reply! Or Send a DM.\nNote: I’m not talking about any type of financial trading.Remember you won’t have to any additional work and losing is not an option.\nPs: this is not a bot 🤖""}  ""21"": {""comment_id"": ""nora_copland""  ""comment_text"": ""😍😍With a great joy in my heart I announce this platform @invest_btc_with_derrick90 I joined this group with fear but in less than some weeks I have been profiting it till date it really a good nice infact trustworthy platform to Join. @invest_btc_with_derrick90""}}"
Muskmelon smoothie!😍.Place:Downtown smoothiebadkas chowkMahal(Nagpur)Price:130/-.Fresh muskmelon mixed with cream and dryfruits❤.Share with your foodie friends✅.Follow:@thedesistreet@thedesistreet#muskmelon #smoothie #nagpuri #foodmaniacindia #desikhana #nagpurfoodblogger #mumbaifoodies #nagpurfood #indianfoodie #creamy,"{""1"": {""comment_id"": ""karanveer.thedesistreet""  ""comment_text"": ""Muskmelon smoothie!😍\n.\nPlace:Downtown smoothie badkas chowk Mahal(Nagpur)\nPrice:130/-\n.\nFresh muskmelon mixed with cream and dryfruits❤\n.\nShare with your foodie friends✅\n.\nFollow:\n@thedesistreet\n@thedesistreet\n\n#muskmelon #smoothie #nagpuri #foodmaniacindia #desikhana #nagpurfoodblogger #mumbaifoodies #nagpurfood #indianfoodie #creamy""}  ""2"": {""comment_id"": ""karanveer.thedesistreet""  ""comment_text"": ""They look amazing ❤️""}  ""3"": {""comment_id"": ""ghumakkaddog""  ""comment_text"": ""Woah🔥""}  ""4"": {""comment_id"": ""tonguetwisters___""  ""comment_text"": ""Wow 😍😍""}  ""5"": {""comment_id"": ""foodleagacy""  ""comment_text"": ""Such an adorable pic sir... Your content keeps us always crave for the food ... Nice one m.. Never seen this type of dish before ... Really you are puting efforts to bring best of the food to us ....keep going amazing work ❤️❤️❤️❤️❤️❤️""}  ""6"": {""comment_id"": ""punjabizzrestaurant""  ""comment_text"": ""@punjabizzrestaurant paaji❤🙏🏻""}}"
Muskmelon from @dizonfarmsPut me down for the next six pieces that become available to the public. Will purchase them as soon as you have them!! 😂Absolutely spectacular!!@jeannie_posas @chamonnixxpeeee#dizonfarms #muskmelon #marketmanila,"{""1"": {""comment_id"": ""therealmarketman""  ""comment_text"": ""Muskmelon from @dizonfarms\n\nPut me down for the next six pieces that become available to the public. Will purchase them as soon as you have them!! 😂\n\nAbsolutely spectacular!!\n\n@jeannie_posas @chamonnixxpeeee\n\n#dizonfarms #muskmelon #marketmanila""}  ""2"": {""comment_id"": ""therealmarketman""  ""comment_text"": ""What’s the scoring called again?""}  ""3"": {""comment_id"": ""newnormaljournal""  ""comment_text"": ""@newnormaljournal BRIX score""}  ""4"": {""comment_id"": ""therealmarketman""  ""comment_text"": ""I want one too! I can imagine slices having been cooled in the fridge.""}  ""5"": {""comment_id"": ""greenbucksmnl""  ""comment_text"": ""What’s the brand of your cutting board? And how do you maintain it please?""}  ""6"": {""comment_id"": ""ilovemarixxa""  ""comment_text"": ""@ilovemarixxa @unitekrafts beechwood cutting boards. Just wipe them down after using…""}  ""7"": {""comment_id"": ""therealmarketman""  ""comment_text"": ""@therealmarketman thanks so much""}  ""8"": {""comment_id"": ""ilovemarixxa""  ""comment_text"": ""just kidding Mr. M. thats how i eat it too. sa totoo lang""}  ""9"": {""comment_id"": ""angelina_go""  ""comment_text"": ""ayy nawala ang poise  hindi ba pag sosyal  slice pa muna and then tinidor .""}  ""10"": {""comment_id"": ""angelina_go""  ""comment_text"": ""Did you save the seeds?""}  ""11"": {""comment_id"": ""gyneonc_teng""  ""comment_text"": ""@gyneonc_teng yup  but I suspect soil nutrients  one melon per plant  sun and temperature are essential too… 🤓""}  ""12"": {""comment_id"": ""therealmarketman""  ""comment_text"": ""The kilay from the first bite says it all…""}  ""13"": {""comment_id"": ""donlysan""  ""comment_text"": ""@therealmarketman @dizonfarms me too please!""}  ""14"": {""comment_id"": ""margaritafores""  ""comment_text"": ""@therealmarketman this looks similar to my favourite melon of all which is the Cantaloupe 🍈""}  ""15"": {""comment_id"": ""almaloyaga""  ""comment_text"": ""@almaloyaga technically a cantaloupe is a member of the musk melon family; but not all musk melons are cantaloupes…""}  ""16"": {""comment_id"": ""therealmarketman""  ""comment_text"": ""😋""}  ""17"": {""comment_id"": ""m_y_g_20""  ""comment_text"": ""MM approves!""}  ""18"": {""comment_id"": ""lovedorialll""  ""comment_text"": ""Kilig sa sarap!😋""}  ""19"": {""comment_id"": ""eshof_art""  ""comment_text"": ""Color is amazing!""}  ""20"": {""comment_id"": ""roxy831""  ""comment_text"": ""That melon looked photoshopped to perfection! I can tell from the face of @therealmarketman after that bite that it was something special 😁""}  ""21"": {""comment_id"": ""chie.mesa""  ""comment_text"": ""Wow!""}  ""22"": {""comment_id"": ""okaybaluskay""  ""comment_text"": ""Woooow""}  ""23"": {""comment_id"": ""elai_sd""  ""comment_text"": ""@therealmarketman where can we get one  please?""}  ""24"": {""comment_id"": ""cat_be_kind""  ""comment_text"": ""I waaaaant!!!""}  ""25"": {""comment_id"": ""muttlyc""  ""comment_text"": ""Yowzaa👏👏👏 i was looking forward. My first cousin in the US   a brittle diabetic  was warned by her Endocrinologist: avoid melons   watermelons  cherries and grapes. Saddd.""}}"
【1周年記念演奏会のお知らせ🇯🇵👘🌴】皆さんこんばんは！夏の新メニュー誕生に伴いメロン祭りは7月末で終了予定となっております！夏メニューもフルーツ盛り沢山でお届けいたしますので、夏のTomiQも宜しくお願い致します！そして皆様からの手厚いサポートを頂き、今週7月23日をもちましてCafe TomiQは1周年を迎えさせて頂きます🙇‍♂️🙇‍♂️🙇‍♂️そこで22日(木)と24日(土)に特別ゲストをお招きし、演奏会を実施させて頂くこととなりました！各回30分程度ずつを予定しているため、お食事の合間に是非素敵な演奏をお楽しみください！！----------------------------------------【★22日(木)11:30〜 琴の演奏　赤石さん】22日には琴奏者の赤石さんをご招待致します！赤石さんはお琴暦50年のご経験があり曲目は ①春の海②六段③飛躍 の三曲です！TomiQの和の空間で、是非日本の和の演奏をお楽しみください🇯🇵👘🌴※お写真が得られず申し訳ございません🙇‍♂️【★24日(土)12:00〜/14:00〜 アコースティック 稲村ジョージさん】24日には稲村ジョージさんをお招きし、アコースティックを演奏して頂きます！台湾や日本を中心に活動されており、幅広い年代の方に楽しんで頂けること間違いなしです！🇹🇼🇯🇵🎸その場でのリクエストにお答えしての演奏も！？！？準備に準備を重ね、感染対策は万全に行って参りますので、2年目のCafe TomiQも宜しくお願い致します！,"{""1"": {""comment_id"": ""cafetomiq""  ""comment_text"": ""【1周年記念演奏会のお知らせ🇯🇵👘🌴】\n皆さんこんばんは！\n夏の新メニュー誕生に伴いメロン祭りは7月末で終了予定となっております！\n夏メニューもフルーツ盛り沢山でお届けいたしますので、夏のTomiQも宜しくお願い致します！\n\nそして皆様からの手厚いサポートを頂き、今週7月23日をもちましてCafe TomiQは1周年を迎えさせて頂きます🙇‍♂️🙇‍♂️🙇‍♂️\nそこで22日(木)と24日(土)に特別ゲストをお招きし、演奏会を実施させて頂くこととなりました！\n各回30分程度ずつを予定しているため、お食事の合間に是非素敵な演奏をお楽しみください！！\n\n----------------------------------------\n\n【★22日(木)11:30〜 琴の演奏　赤石さん】\n22日には琴奏者の赤石さんをご招待致します！\n赤石さんはお琴暦50年のご経験があり\n曲目は ①春の海②六段③飛躍 の三曲です！\nTomiQの和の空間で、是非日本の和の演奏をお楽しみください🇯🇵👘🌴\n※お写真が得られず申し訳ございません🙇‍♂️\n\n【★24日(土)12:00〜/14:00〜 アコースティック 稲村ジョージさん】\n24日には稲村ジョージさんをお招きし、アコースティックを演奏して頂きます！\n台湾や日本を中心に活動されており、幅広い年代の方に楽しんで頂けること間違いなしです！🇹🇼🇯🇵🎸\nその場でのリクエストにお答えしての演奏も！？！？\n\n準備に準備を重ね、感染対策は万全に行って参りますので、2年目のCafe TomiQも宜しくお願い致します！""}  ""2"": {""comment_id"": ""cafetomiq""  ""comment_text"": ""#cafetomiq#cafe#coffee#melon#muskmelon#parfait#fruit#sweet#like#love#good#yummy#珈琲#コーヒー#埼玉#カフェ#古民家カフェ#グルメ#スイーツ#デザート#メロン#メロンパフェ#🍈#夏#ジェラート#フルーツ#パフェ#パフェ巡り#パフェ部#パフェ活""}}"
................................#melon #muskmelon #cucumis#cantaloupe #honeydew #hami_melon #hamimelon #canary #canarymelon #canary_melon #cantaloupemelon #cantaloape_melon #yubari #yubariking #yubari_king#galia #galia_melon #galia_melon #oriental #orientalmelon #santaclaus #kavun,"{""1"": {""comment_id"": ""agri_trade_ir""  ""comment_text"": "".......\n...\n...\n\n....\n\n.\n.\n.\n.\n.\n.\n.........\n#melon #muskmelon #cucumis\n#cantaloupe #honeydew #hami_melon #hamimelon #canary #canarymelon #canary_melon #cantaloupemelon #cantaloape_melon #yubari #yubariking #yubari_king\n#galia #galia_melon #galia_melon #oriental #orientalmelon #santaclaus #kavun""}  ""2"": {""comment_id"": ""agri_trade_ir""  ""comment_text"": ""#Muskmelonboy #muskmelonfarming ❤️""}  ""3"": {""comment_id"": ""muskmelonboy""  ""comment_text"": ""حداعقل بنویس مال کدوم منطقه هست""}  ""4"": {""comment_id"": ""ali_singeleh""  ""comment_text"": ""@ali_singeleh دشت پلنگ""}  ""5"": {""comment_id"": ""agri_trade_ir""  ""comment_text"": ""خیلی خشمزه هست""}  ""6"": {""comment_id"": ""aminkizmy1234am""  ""comment_text"": ""مال کدوم منطقه هستند""}  ""7"": {""comment_id"": ""aminkizmy1234am""  ""comment_text"": ""اسم این رقم چیه""}  ""8"": {""comment_id"": ""amirhossein_darzi_r""  ""comment_text"": ""سلام. این نمونه ملون از نظر طعم و بازار پسندی چطوره؟ ایا مشتری خوبی دارند؟""}  ""9"": {""comment_id"": ""hasan_kheirkhah6""  ""comment_text"": ""بسیار عالی 🔥 موفق باشید ☺️☘️ ممنون میشم از پیج ما دیدن کنید🌹""}  ""10"": {""comment_id"": ""tejarat.fartak""  ""comment_text"": ""👏👏""}  ""11"": {""comment_id"": ""ehsani292""  ""comment_text"": ""🍀🌿🍈🌱""}  ""12"": {""comment_id"": ""toranj_miveh""  ""comment_text"": ""۰۹۱۲۱۴۳۲۳۱۲سلام سفبد محسبن ۰۹۳۰۱۴۳۲۳۱۲ها در""}  ""13"": {""comment_id"": ""sydmhsn_y""  ""comment_text"": ""من خودم کاشت میکنم کردستان شهرستان بیجار طعم کیفیت عالی تناژ موجود دارم 😍""}  ""14"": {""comment_id"": ""amirhosine7193""  ""comment_text"": ""@amirhosine7193 دادش چه بذری هست؟ مال کدوم شرکته؟؟""}}"
Die Zuckermelone 🍈 wächst unheimlich schnell. Zum Glück denn ich hab es geschafft ausversehen einen ganzen Ast abzuschneiden an dem die zweite große Melone hing und somit hab ich ihre Versorgung direkt gekappt. Es hängen noch 2 3 kleine Melonen dran sie wachsen langsam aber ich kann sehen dass sie wachsen von daher übe ich mich in Geduld und freue mich über diese wunderschöne Zuckermelone. 🍈 Vllt wachsen ja nochmal ein zwei weibliche Blüten männliche kommen gerade wieder einige nach. 💚#muskmelon #zuckermelone #melone #selbstgezogen #urbangardening #balkongarten #balconygarden #topfgarten #gärtnern #naschgarten #gardening #owngrown #anzucht #anzuchtchallenge,"{""1"": {""comment_id"": ""ernten_was_man_saet""  ""comment_text"": ""Die Zuckermelone 🍈 wächst unheimlich schnell. Zum Glück  denn ich hab es geschafft ausversehen einen ganzen Ast abzuschneiden  an dem die zweite große Melone hing und somit hab ich ihre Versorgung direkt gekappt. Es hängen noch 2  3 kleine Melonen dran  sie wachsen langsam aber ich kann sehen  dass sie wachsen  von daher übe ich mich in Geduld und freue mich über diese wunderschöne Zuckermelone. 🍈 Vllt wachsen ja nochmal ein  zwei weibliche Blüten  männliche kommen gerade wieder einige nach. 💚\n\n#muskmelon #zuckermelone #melone #selbstgezogen #urbangardening #balkongarten #balconygarden #topfgarten #gärtnern #naschgarten #gardening #owngrown #anzucht #anzuchtchallenge""}  ""2"": {""comment_id"": ""ernten_was_man_saet""  ""comment_text"": ""👏 Das ist ja ein schöner Erfolg.🤗""}  ""3"": {""comment_id"": ""helgazuhause""  ""comment_text"": ""@helgazuhause ich freue mich auch sehr 😍""}  ""4"": {""comment_id"": ""ernten_was_man_saet""  ""comment_text"": ""Die werde ich nächstes Jahr auch mal ausprobieren.""}  ""5"": {""comment_id"": ""beetoase""  ""comment_text"": ""@beetoase Die sieht dazu auch noch wirklich toll aus. Lasse sie auf dem Balkon an einem Gitter hochranken 😍""}  ""6"": {""comment_id"": ""ernten_was_man_saet""  ""comment_text"": ""@beetoase ich auch!""}  ""7"": {""comment_id"": ""balkonce""  ""comment_text"": ""Die sieht wirklich wunderschön aus! 💚""}  ""8"": {""comment_id"": ""owngrown.plants""  ""comment_text"": ""@owngrown.plants Gute Gene oder in diesem Fall  gutes Saatgut 😁""}}"
Drop a ❤️ if you find this helpful.Follow 🙏:➡️@daily_life_ayurveda➡️@daily_life_ayurveda➡️@daily_life_ayurvedaFor more such Updates...Hashtags:#muskmelon #melon #food #muskmelonjuice #fruit #juice #yellowcandymelon #yellowmelon #seasonalproduce #inseasonnow #candymelon #freshproduce #marketfresh #fruits #muskmelonseeds #cantaloupe #summer #healthy #vegan #healthylifestyle #juice #fruitsalad #organic #yummy #kidssnacks #eatmorefruit #breaktime #healthyeating #refreshing #stayhealthy #freshfruit,"{""1"": {""comment_id"": ""daily_life_ayurveda""  ""comment_text"": ""Drop a ❤️ if you find this helpful.\n\nFollow 🙏:\n➡️@daily_life_ayurveda\n➡️@daily_life_ayurveda\n➡️@daily_life_ayurveda\nFor more such Updates...\n\nHashtags:\n#muskmelon #melon #food #muskmelonjuice #fruit #juice #yellowcandymelon #yellowmelon #seasonalproduce #inseasonnow #candymelon #freshproduce #marketfresh #fruits #muskmelonseeds #cantaloupe #summer #healthy #vegan #healthylifestyle #juice #fruitsalad #organic #yummy #kidssnacks #eatmorefruit #breaktime #healthyeating #refreshing #stayhealthy #freshfruit""}  ""2"": {""comment_id"": ""daily_life_ayurveda""  ""comment_text"": ""So delicious and good for you 🙌""}  ""3"": {""comment_id"": ""karlacascocooper""  ""comment_text"": ""yummy❤️""}  ""4"": {""comment_id"": ""ketotips.simple""  ""comment_text"": ""Delicious""}  ""5"": {""comment_id"": ""galeriaflorcampesina""  ""comment_text"": ""Is this cantaloupe?""}  ""6"": {""comment_id"": ""anoushforjustice""  ""comment_text"": ""@anoushforjustice Yes""}  ""7"": {""comment_id"": ""daily_life_ayurveda""  ""comment_text"": ""yummy❤️""}  ""8"": {""comment_id"": ""smoothietips.simple""  ""comment_text"": ""Don’t forget the beets!!!🔥🔥🔥""}  ""9"": {""comment_id"": ""beetsarelife""  ""comment_text"": ""❤️❤️❤️❤️""}}"
Kharbuja Kulfi especially for you! This recipe will be live-streamed on my YouTube Channel at 12 noon. I bet you won't be able to resist this one!#newrecipe #chefkunal #KunalKapurRecipes #kulfi #kharbuja #desserts #dessertsofinstagram #dessertoftheday #dessertlover #summerseason #summerdessert #summerfruit #easypeasyrecipe #indiandessert #indiandishes #muskmelon #summervibes☀️ #kulfirecipe #recipealert #food #tuesdaytreat,"{""1"": {""comment_id"": ""chefkunal""  ""comment_text"": ""Kharbuja Kulfi  especially for you! This recipe will be live-streamed on my YouTube Channel at 12 noon. I bet you won't be able to resist this one!\n\n#newrecipe #chefkunal #KunalKapurRecipes #kulfi #kharbuja #desserts #dessertsofinstagram #dessertoftheday #dessertlover #summerseason #summerdessert #summerfruit #easypeasyrecipe #indiandessert #indiandishes #muskmelon #summervibes☀️ #kulfirecipe #recipealert #food #tuesdaytreat""}  ""2"": {""comment_id"": ""chefkunal""  ""comment_text"": ""🔥🔥🔥❤️""}  ""3"": {""comment_id"": ""cookwidnadonaaz""  ""comment_text"": ""👌👌😮😮🥰wow ❤️❤️""}  ""4"": {""comment_id"": ""bhardwajgold""  ""comment_text"": ""Waiting 😍""}  ""5"": {""comment_id"": ""kanchancooks""  ""comment_text"": ""Wow! Will certainly try 😋""}  ""6"": {""comment_id"": ""nitislove4cooking""  ""comment_text"": ""😍😍""}  ""7"": {""comment_id"": ""sudipta_roy576""  ""comment_text"": ""😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍""}  ""8"": {""comment_id"": ""aswathy.k._s""  ""comment_text"": ""Kharbuze ki khatti meethi sabzi 😍""}  ""9"": {""comment_id"": ""pathak_foodies""  ""comment_text"": ""Lets make jaam nu shak with gud and imli Gujarati shak""}  ""10"": {""comment_id"": ""a_chef_of_ones_own""  ""comment_text"": ""Excited""}  ""11"": {""comment_id"": ""dishaprabhakar""  ""comment_text"": ""kat k khalo best😂""}  ""12"": {""comment_id"": ""sakshierao""  ""comment_text"": ""Wow😍😍😍😍""}  ""13"": {""comment_id"": ""supriyarai641""  ""comment_text"": ""Preserve it for next Halloween 😍""}  ""14"": {""comment_id"": ""arpitadey_""  ""comment_text"": ""Kuchh pakae👍🏻👍🏻""}  ""15"": {""comment_id"": ""maarti2003""  ""comment_text"": ""Bana ke khaiye...😂""}  ""16"": {""comment_id"": ""motherskitchen.shop""  ""comment_text"": ""Chlo kaat kr kha Jaye😁""}  ""17"": {""comment_id"": ""kandangwa._j""  ""comment_text"": ""Pizza bnao iska 😂😂😂""}  ""18"": {""comment_id"": ""gwaliorfoodlovers""  ""comment_text"": ""Bna ke hume khila do sir🙌""}  ""19"": {""comment_id"": ""ig.___.jyotichauhan""  ""comment_text"": ""My favourite fruit❤️... I eat daily in summer 😍""}  ""20"": {""comment_id"": ""sohni_cute7""  ""comment_text"": ""Interesting 🔥🔥""}  ""21"": {""comment_id"": ""jesmin_shehzadii""  ""comment_text"": ""Bahut testy laga sabko❤️❤️❤️🔥🔥❤️❤️❤️""}}"
